index,items
7376,"['pip fruit', 'whole milk']"
7377,"['other vegetables', 'bottled beer', 'cleaner']"
7378,"['bottled beer', 'butter milk']"
7379,"['whole milk', 'shopping bags']"
7380,"['onions', 'whole milk']"
7381,"['fruit/vegetable juice', 'canned beer']"
7382,"['UHT-milk', 'whole milk']"
7383,"['whole milk', 'chocolate', 'pickled vegetables']"
7384,"['coffee', 'sugar']"
7385,"['canned beer', 'soda']"
7386,"['rolls/buns', 'hard cheese']"
7387,"['tropical fruit', 'margarine']"
7388,"['citrus fruit', 'frankfurter', 'yogurt', 'ice cream']"
7389,"['flour', 'soda']"
7390,"['tropical fruit', 'specialty chocolate']"
7391,"['whole milk', 'pickled vegetables', 'soda']"
7392,"['canned beer', 'pastry']"
7393,"['citrus fruit', 'mustard']"
7394,"['butter', 'cake bar', 'ice cream', 'fruit/vegetable juice']"
7395,"['tropical fruit', 'chicken', 'soda', 'soda']"
7396,"['citrus fruit', 'whole milk']"
7397,"['whole milk', 'soda']"
7398,"['UHT-milk', 'newspapers', 'bottled water']"
7399,"['sausage', 'other vegetables', 'chicken', 'waffles', 'root vegetables', 'bottled beer', 'butter', 'whipped/sour cream']"
7400,"['margarine', 'whole milk']"
7401,"['pork', 'other vegetables']"
7402,"['misc. beverages', 'coffee']"
7403,"['bottled beer', 'yogurt']"
7404,"['beef', 'pip fruit']"
7405,"['citrus fruit', 'flour']"
7406,"['whole milk', 'bottled beer']"
7407,"['whole milk', 'pet care', 'herbs', 'soda', 'cat food', 'whole milk']"
7408,"['grapes', 'meat spreads', 'domestic eggs']"
7409,"['beef', 'specialty bar']"
7410,"['packaged fruit/vegetables', 'long life bakery product']"
7411,"['turkey', 'kitchen towels']"
7412,"['whole milk', 'chocolate', 'rolls/buns', 'brown bread']"
7413,"['turkey', 'curd', 'sugar']"
7414,"['frankfurter', 'pastry', 'canned beer', 'pastry']"
7415,"['rolls/buns', 'long life bakery product']"
7416,"['cream cheese ', 'UHT-milk']"
7417,"['root vegetables', 'soda', 'waffles']"
7418,"['whole milk', 'root vegetables']"
7419,"['UHT-milk', 'specialty cheese', 'shopping bags']"
7420,"['butter milk', 'whole milk']"
7421,"['tropical fruit', 'salt']"
7422,"['pip fruit', 'pet care', 'bottled water']"
7423,"['long life bakery product', 'napkins']"
7424,"['other vegetables', 'butter milk', 'chewing gum', 'specialty chocolate']"
7425,"['chewing gum', 'misc. beverages']"
7426,"['beef', 'napkins']"
7427,"['onions', 'domestic eggs', 'waffles']"
7428,"['yogurt', 'shopping bags']"
7429,"['whole milk', 'yogurt', 'long life bakery product']"
7430,"['curd', 'curd', 'rolls/buns']"
7431,"['dessert', 'shopping bags', 'flour']"
7432,"['specialty chocolate', 'bottled water']"
7433,"['domestic eggs', 'other vegetables']"
7434,"['bottled beer', 'candy']"
7435,"['berries', 'UHT-milk', 'newspapers']"
7436,"['frankfurter', 'dishes', 'hygiene articles']"
7437,"['coffee', 'butter milk']"
7438,"['whipped/sour cream', 'house keeping products']"
7439,"['canned beer', 'soda']"
7440,"['other vegetables', 'soda']"
7441,"['yogurt', 'bottled water']"
7442,"['fish', 'specialty chocolate']"
7443,"['citrus fruit', 'shopping bags', 'tropical fruit', 'frankfurter', 'brown bread', 'rubbing alcohol', 'domestic eggs', 'whole milk']"
7444,"['canned beer', 'yogurt', 'salty snack']"
7445,"['grapes', 'semi-finished bread']"
7446,"['sausage', 'butter milk', 'meat spreads']"
7447,"['margarine', 'whole milk', 'white bread']"
7448,"['beef', 'canned beer']"
7449,"['fruit/vegetable juice', 'cat food']"
7450,"['sausage', 'bottled water']"
7451,"['whole milk', 'chicken']"
7452,"['hygiene articles', 'seasonal products']"
7453,"['citrus fruit', 'frozen meals', 'coffee', 'seasonal products', 'yogurt', 'soups']"
7454,"['tropical fruit', 'snack products']"
7455,"['sausage', 'grapes', 'light bulbs']"
7456,"['chicken', 'whole milk', 'white bread', 'newspapers']"
7457,"['citrus fruit', 'processed cheese']"
7458,"['whole milk', 'newspapers']"
7459,"['seasonal products', 'shopping bags']"
7460,"['domestic eggs', 'soda']"
7461,"['whole milk', 'liquor (appetizer)']"
7462,"['tropical fruit', 'semi-finished bread']"
7463,"['citrus fruit', 'fruit/vegetable juice']"
7464,"['specialty chocolate', 'coffee']"
7465,"['beverages', 'frozen meals']"
7466,"['brown bread', 'newspapers', 'margarine']"
7467,"['waffles', 'brown bread']"
7468,"['other vegetables', 'margarine']"
7469,"['chicken', 'pork', 'frozen fish']"
7470,"['rolls/buns', 'yogurt']"
7471,"['canned beer', 'frozen dessert']"
7472,"['butter', 'other vegetables']"
7473,"['root vegetables', 'pip fruit', 'coffee']"
7474,"['canned beer', 'UHT-milk']"
7475,"['sausage', 'tropical fruit']"
7476,"['sausage', 'canned beer', 'frozen vegetables', 'detergent']"
7477,"['frankfurter', 'misc. beverages']"
7478,"['yogurt', 'semi-finished bread']"
7479,"['brown bread', 'flour']"
7480,"['root vegetables', 'sliced cheese']"
7481,"['pork', 'shopping bags', 'hygiene articles']"
7482,"['root vegetables', 'other vegetables']"
7483,"['fruit/vegetable juice', 'root vegetables']"
7484,"['rolls/buns', 'root vegetables']"
7485,"['other vegetables', 'rolls/buns', 'frozen meals']"
7486,"['whipped/sour cream', 'salty snack']"
7487,"['finished products', 'rolls/buns']"
7488,"['pickled vegetables', 'frozen vegetables']"
7489,"['sugar', 'bottled water']"
7490,"['nuts/prunes', 'onions']"
7491,"['pork', 'brown bread']"
7492,"['whole milk', 'whole milk']"
7493,"['sauces', 'ice cream']"
7494,"['UHT-milk', 'brown bread']"
7495,"['other vegetables', 'domestic eggs', 'soap', 'pastry']"
7496,"['bottled beer', 'root vegetables', 'hygiene articles']"
7497,"['whole milk', 'rice']"
7498,"['ham', 'root vegetables', 'margarine', 'whipped/sour cream']"
7499,"['curd cheese', 'sausage', 'bottled water', 'napkins']"
7500,"['whipped/sour cream', 'berries', 'cream cheese ']"
7501,"['sausage', 'chocolate', 'newspapers', 'pastry']"
7502,"['tropical fruit', 'root vegetables']"
7503,"['root vegetables', 'other vegetables']"
7504,"['sausage', 'white bread', 'coffee']"
7505,"['bottled water', 'root vegetables']"
7506,"['ham', 'bottled water', 'margarine']"
7507,"['frankfurter', 'long life bakery product', 'sugar']"
7508,"['whipped/sour cream', 'dish cleaner']"
7509,"['other vegetables', 'pastry']"
7510,"['frozen meals', 'whole milk']"
7511,"['hamburger meat', 'soft cheese']"
7512,"['curd', 'tropical fruit']"
7513,"['tropical fruit', 'packaged fruit/vegetables']"
7514,"['canned beer', 'soda']"
7515,"['rolls/buns', 'root vegetables']"
7516,"['dishes', 'brown bread']"
7517,"['butter milk', 'soda', 'rolls/buns']"
7518,"['other vegetables', 'pot plants']"
7519,"['rolls/buns', 'bottled beer']"
7520,"['condensed milk', 'fruit/vegetable juice', 'white wine', 'specialty fat']"
7521,"['chicken', 'soups', 'bottled water']"
7522,"['root vegetables', 'onions']"
7523,"['other vegetables', 'soda', 'fruit/vegetable juice']"
7524,"['frankfurter', 'sliced cheese']"
7525,"['butter', 'canned fish', 'cream cheese ']"
7526,"['chicken', 'rolls/buns']"
7527,"['beef', 'whipped/sour cream']"
7528,"['whole milk', 'yogurt']"
7529,"['onions', 'hamburger meat']"
7530,"['beef', 'liquor']"
7531,"['rolls/buns', 'root vegetables', 'bottled beer', 'yogurt', 'pickled vegetables']"
7532,"['UHT-milk', 'roll products ', 'salt']"
7533,"['tropical fruit', 'detergent']"
7534,"['misc. beverages', 'tea']"
7535,"['hamburger meat', 'cat food']"
7536,"['turkey', 'herbs', 'white bread']"
7537,"['citrus fruit', 'sausage', 'bottled beer', 'herbs']"
7538,"['citrus fruit', 'tropical fruit', 'soda', 'bottled water']"
7539,"['chewing gum', 'ice cream']"
7540,"['soda', 'domestic eggs', 'artif. sweetener']"
7541,"['butter milk', 'semi-finished bread']"
7542,"['whole milk', 'candy', 'semi-finished bread', 'candy']"
7543,"['whipped/sour cream', 'root vegetables', 'baking powder']"
7544,"['fruit/vegetable juice', 'berries']"
7545,"['sausage', 'red/blush wine']"
7546,"['other vegetables', 'frozen vegetables']"
7547,"['white bread', 'butter']"
7548,"['chicken', 'whole milk']"
7549,"['sausage', 'long life bakery product', 'beef', 'other vegetables', 'margarine']"
7550,"['citrus fruit', 'yogurt']"
7551,"['napkins', 'cake bar']"
7552,"['frankfurter', 'whole milk']"
7553,"['other vegetables', 'shopping bags']"
7554,"['vinegar', 'dog food']"
7555,"['long life bakery product', 'butter milk']"
7556,"['citrus fruit', 'pastry', 'dish cleaner']"
7557,"['other vegetables', 'whole milk']"
7558,"['curd', 'whole milk', 'red/blush wine']"
7559,"['rolls/buns', 'packaged fruit/vegetables']"
7560,"['whole milk', 'specialty bar']"
7561,"['pip fruit', 'fruit/vegetable juice', 'whipped/sour cream', 'soda']"
7562,"['beef', 'brown bread']"
7563,"['tropical fruit', 'whole milk', 'chocolate']"
7564,"['frankfurter', 'bottled beer', 'other vegetables', 'bottled beer']"
7565,"['bottled water', 'UHT-milk']"
7566,"['frankfurter', 'domestic eggs']"
7567,"['tropical fruit', 'hard cheese']"
7568,"['other vegetables', 'whole milk']"
7569,"['rolls/buns', 'napkins', 'ice cream', 'nut snack']"
7570,"['sausage', 'pip fruit']"
7571,"['condensed milk', 'other vegetables']"
7572,"['beef', 'soap']"
7573,"['whipped/sour cream', 'other vegetables']"
7574,"['bottled water', 'pastry']"
7575,"['citrus fruit', 'rolls/buns']"
7576,"['sausage', 'pastry', 'whole milk']"
7577,"['pastry', 'candles']"
7578,"['male cosmetics', 'baking powder']"
7579,"['misc. beverages', 'curd']"
7580,"['yogurt', 'bottled beer']"
7581,"['frozen fish', 'sausage', 'other vegetables', 'canned beer', 'yogurt', 'shopping bags', 'beverages', 'chewing gum', 'canned beer']"
7582,"['beef', 'whole milk', 'root vegetables', 'whipped/sour cream', 'whipped/sour cream', 'other vegetables']"
7583,"['yogurt', 'whole milk']"
7584,"['whole milk', 'other vegetables', 'white bread']"
7585,"['cling film/bags', 'ham']"
7586,"['rolls/buns', 'waffles']"
7587,"['whole milk', 'other vegetables', 'soda', 'long life bakery product']"
7588,"['butter', 'white bread']"
7589,"['pot plants', 'baking powder']"
7590,"['rolls/buns', 'yogurt']"
7591,"['dessert', 'domestic eggs', 'candles', 'whole milk']"
7592,"['butter', 'canned beer']"
7593,"['finished products', 'root vegetables']"
7594,"['pip fruit', 'whole milk']"
7595,"['brown bread', 'frozen meals', 'cat food', 'white bread']"
7596,"['chocolate marshmallow', 'whipped/sour cream']"
7597,"['other vegetables', 'berries', 'organic products']"
7598,"['sausage', 'pip fruit', 'hard cheese', 'frozen vegetables']"
7599,"['pastry', 'shopping bags']"
7600,"['butter milk', 'shopping bags', 'baking powder']"
7601,"['whole milk', 'canned beer', 'bottled water', 'bottled beer']"
7602,"['curd', 'other vegetables']"
7603,"['other vegetables', 'whole milk', 'UHT-milk', 'other vegetables', 'frozen meals', 'whole milk', 'salty snack']"
7604,"['rolls/buns', 'oil']"
7605,"['other vegetables', 'napkins']"
7606,"['pork', 'frozen potato products', 'curd cheese']"
7607,"['whole milk', 'root vegetables']"
7608,"['beef', 'soda']"
7609,"['sausage', 'bottled water', 'brown bread']"
7610,"['pastry', 'UHT-milk']"
7611,"['soda', 'pasta']"
7612,"['coffee', 'other vegetables']"
7613,"['soda', 'whole milk', 'newspapers', 'coffee']"
7614,"['rolls/buns', 'shopping bags']"
7615,"['frozen meals', 'bottled beer', 'root vegetables', 'potato products']"
7616,"['turkey', 'other vegetables']"
7617,"['chicken', 'chocolate', 'chewing gum']"
7618,"['tropical fruit', 'coffee', 'whole milk']"
7619,"['dental care', 'other vegetables', 'pet care']"
7620,"['curd', 'whipped/sour cream']"
7621,"['sausage', 'whole milk']"
7622,"['whole milk', 'hamburger meat', 'pip fruit', 'curd', 'margarine', 'instant coffee', 'misc. beverages']"
7623,"['citrus fruit', 'frozen vegetables']"
7624,"['onions', 'soda']"
7625,"['sausage', 'sausage', 'chicken', 'chewing gum', 'newspapers', 'bottled water', 'pastry', 'yogurt']"
7626,"['sausage', 'whole milk']"
7627,"['pip fruit', 'soda', 'condensed milk']"
7628,"['long life bakery product', 'beef', 'tidbits', 'butter']"
7629,"['frankfurter', 'rolls/buns', 'coffee', 'white wine']"
7630,"['sausage', 'white bread']"
7631,"['chicken', 'rolls/buns', 'liquor (appetizer)', 'pip fruit', 'hygiene articles']"
7632,"['sausage', 'bottled beer']"
7633,"['pastry', 'meat spreads']"
7634,"['beef', 'yogurt']"
7635,"['pet care', 'sliced cheese']"
7636,"['dessert', 'root vegetables']"
7637,"['chicken', 'beef', 'white bread', 'semi-finished bread']"
7638,"['yogurt', 'whole milk']"
7639,"['whole milk', 'chocolate', 'roll products ']"
7640,"['pip fruit', 'pork', 'sausage', 'dessert', 'grapes', 'soda', 'dessert', 'yogurt', 'whole milk']"
7641,"['butter', 'waffles']"
7642,"['hard cheese', 'other vegetables', 'whole milk', 'zwieback']"
7643,"['other vegetables', 'sausage', 'sliced cheese', 'rolls/buns']"
7644,"['frankfurter', 'bottled water', 'pickled vegetables']"
7645,"['frozen meals', 'napkins']"
7646,"['whole milk', 'onions']"
7647,"['canned beer', 'salty snack']"
7648,"['frankfurter', 'other vegetables', 'ham', 'other vegetables', 'other vegetables', 'fruit/vegetable juice', 'rolls/buns', 'fruit/vegetable juice', 'rolls/buns']"
7649,"['citrus fruit', 'rolls/buns']"
7650,"['ketchup', 'hard cheese', 'rolls/buns']"
7651,"['hamburger meat', 'brown bread', 'chewing gum']"
7652,"['rolls/buns', 'other vegetables']"
7653,"['hamburger meat', 'ice cream', 'chocolate', 'curd']"
7654,"['white wine', 'whole milk', 'misc. beverages']"
7655,"['semi-finished bread', 'waffles']"
7656,"['whole milk', 'bottled beer']"
7657,"['frankfurter', 'salt']"
7658,"['frankfurter', 'sausage']"
7659,"['tropical fruit', 'spread cheese', 'onions', 'mayonnaise']"
7660,"['meat', 'pip fruit', 'yogurt']"
7661,"['other vegetables', 'other vegetables', 'other vegetables', 'hamburger meat', 'soda', 'soft cheese', 'waffles']"
7662,"['liver loaf', 'other vegetables']"
7663,"['liver loaf', 'fruit/vegetable juice']"
7664,"['soda', 'instant coffee']"
7665,"['chicken', 'pastry', 'soda']"
7666,"['newspapers', 'rolls/buns']"
7667,"['hamburger meat', 'chicken', 'butter', 'rolls/buns']"
7668,"['sausage', 'butter']"
7669,"['sausage', 'beverages']"
7670,"['meat', 'misc. beverages']"
7671,"['spread cheese', 'shopping bags']"
7672,"['salty snack', 'cat food', 'frozen vegetables']"
7673,"['canned beer', 'whole milk']"
7674,"['other vegetables', 'butter', 'red/blush wine']"
7675,"['tropical fruit', 'fruit/vegetable juice']"
7676,"['soda', 'domestic eggs']"
7677,"['pip fruit', 'margarine']"
7678,"['rolls/buns', 'berries']"
7679,"['sausage', 'whole milk']"
7680,"['soda', 'rolls/buns']"
7681,"['beef', 'pip fruit', 'bottled water', 'margarine', 'hygiene articles']"
7682,"['baking powder', 'bottled water']"
7683,"['shopping bags', 'whole milk']"
7684,"['frozen vegetables', 'tropical fruit']"
7685,"['canned beer', 'flour']"
7686,"['root vegetables', 'yogurt']"
7687,"['whole milk', 'whipped/sour cream']"
7688,"['processed cheese', 'root vegetables']"
7689,"['pork', 'other vegetables']"
7690,"['frozen vegetables', 'bottled beer']"
7691,"['whole milk', 'whole milk']"
7692,"['yogurt', 'yogurt']"
7693,"['dessert', 'dental care', 'waffles']"
7694,"['bottled water', 'other vegetables']"
7695,"['pastry', 'soda']"
7696,"['specialty bar', 'other vegetables']"
7697,"['fruit/vegetable juice', 'long life bakery product']"
7698,"['other vegetables', 'ice cream']"
7699,"['root vegetables', 'root vegetables']"
7700,"['butter milk', 'packaged fruit/vegetables']"
7701,"['frozen potato products', 'whipped/sour cream']"
7702,"['candy', 'margarine']"
7703,"['meat', 'specialty cheese']"
7704,"['misc. beverages', 'frozen meals']"
7705,"['hamburger meat', 'dog food']"
7706,"['other vegetables', 'yogurt']"
7707,"['beverages', 'whole milk', 'pasta']"
7708,"['canned beer', 'dishes']"
7709,"['mustard', 'whole milk', 'tropical fruit', 'whole milk']"
7710,"['sausage', 'frozen meals']"
7711,"['whole milk', 'pastry', 'specialty bar']"
7712,"['salty snack', 'pip fruit', 'photo/film', 'domestic eggs', 'rolls/buns']"
7713,"['coffee', 'beef', 'dishes', 'brown bread', 'pastry']"
7714,"['beef', 'ham']"
7715,"['hamburger meat', 'dessert']"
7716,"['instant coffee', 'newspapers']"
7717,"['bottled water', 'whole milk', 'citrus fruit', 'citrus fruit', 'pickled vegetables', 'salad dressing']"
7718,"['bottled water', 'other vegetables', 'spread cheese', 'yogurt', 'specialty bar']"
7719,"['fruit/vegetable juice', 'pastry']"
7720,"['berries', 'nut snack', 'sliced cheese']"
7721,"['processed cheese', 'mayonnaise', 'shopping bags']"
7722,"['whole milk', 'margarine']"
7723,"['coffee', 'hard cheese']"
7724,"['organic products', 'root vegetables']"
7725,"['other vegetables', 'semi-finished bread']"
7726,"['rolls/buns', 'butter milk']"
7727,"['specialty chocolate', 'soda']"
7728,"['root vegetables', 'domestic eggs']"
7729,"['chicken', 'whole milk', 'vinegar', 'shopping bags']"
7730,"['pastry', 'curd']"
7731,"['root vegetables', 'butter milk']"
7732,"['canned beer', 'turkey', 'pastry', 'bottled water', 'butter']"
7733,"['chicken', 'salty snack']"
7734,"['oil', 'other vegetables', 'rolls/buns']"
7735,"['yogurt', 'detergent']"
7736,"['specialty bar', 'chicken']"
7737,"['frankfurter', 'soda', 'soda']"
7738,"['mustard', 'soda']"
7739,"['pet care', 'chocolate']"
7740,"['yogurt', 'domestic eggs']"
7741,"['tropical fruit', 'soda']"
7742,"['detergent', 'root vegetables', 'fruit/vegetable juice', 'brown bread']"
7743,"['brown bread', 'white wine']"
7744,"['sliced cheese', 'dessert', 'shopping bags']"
7745,"['canned fish', 'specialty cheese', 'yogurt', 'specialty vegetables']"
7746,"['frankfurter', 'brown bread']"
7747,"['pip fruit', 'canned vegetables', 'cling film/bags']"
7748,"['tropical fruit', 'tropical fruit']"
7749,"['root vegetables', 'pip fruit']"
7750,"['soda', 'frozen dessert', 'pickled vegetables']"
7751,"['canned beer', 'yogurt', 'tropical fruit', 'whole milk']"
7752,"['whole milk', 'fruit/vegetable juice']"
7753,"['curd', 'whole milk', 'bottled water']"
7754,"['canned beer', 'domestic eggs', 'whole milk']"
7755,"['brown bread', 'packaged fruit/vegetables']"
7756,"['tropical fruit', 'flour', 'specialty chocolate']"
7757,"['domestic eggs', 'whole milk', 'brown bread']"
7758,"['waffles', 'fruit/vegetable juice']"
7759,"['tropical fruit', 'whole milk']"
7760,"['bottled beer', 'whole milk']"
7761,"['root vegetables', 'yogurt']"
7762,"['chicken', 'margarine']"
7763,"['hamburger meat', 'salt']"
7764,"['citrus fruit', 'other vegetables']"
7765,"['frankfurter', 'canned beer']"
7766,"['rolls/buns', 'white wine']"
7767,"['whole milk', 'newspapers']"
7768,"['soda', 'grapes']"
7769,"['pip fruit', 'pork', 'brown bread', 'whole milk']"
7770,"['whole milk', 'shopping bags', 'newspapers']"
7771,"['whole milk', 'yogurt', 'chocolate']"
7772,"['rolls/buns', 'yogurt']"
7773,"['margarine', 'yogurt']"
7774,"['citrus fruit', 'yogurt']"
7775,"['white bread', 'bottled water']"
7776,"['frankfurter', 'whole milk', 'canned fish', 'yogurt']"
7777,"['newspapers', 'newspapers']"
7778,"['canned beer', 'chocolate']"
7779,"['citrus fruit', 'citrus fruit']"
7780,"['citrus fruit', 'soda']"
7781,"['sausage', 'house keeping products']"
7782,"['pork', 'rolls/buns']"
7783,"['butter milk', 'pickled vegetables', 'hygiene articles']"
7784,"['whole milk', 'margarine']"
7785,"['yogurt', 'domestic eggs', 'pasta']"
7786,"['turkey', 'root vegetables', 'other vegetables', 'berries', 'salty snack']"
7787,"['newspapers', 'shopping bags']"
7788,"['whole milk', 'white bread']"
7789,"['processed cheese', 'rolls/buns']"
7790,"['whipped/sour cream', 'tropical fruit']"
7791,"['other vegetables', 'chewing gum']"
7792,"['canned beer', 'root vegetables']"
7793,"['brown bread', 'yogurt']"
7794,"['dessert', 'whipped/sour cream']"
7795,"['sausage', 'packaged fruit/vegetables']"
7796,"['shopping bags', 'yogurt']"
7797,"['whole milk', 'brown bread', 'soda']"
7798,"['tropical fruit', 'grapes']"
7799,"['sausage', 'meat']"
7800,"['soda', 'whipped/sour cream']"
7801,"['domestic eggs', 'waffles']"
7802,"['herbs', 'white bread']"
7803,"['cream cheese ', 'bottled water']"
7804,"['frankfurter', 'bottled beer']"
7805,"['beef', 'newspapers', 'canned vegetables']"
7806,"['citrus fruit', 'whole milk', 'bottled beer']"
7807,"['bottled water', 'specialty bar', 'curd']"
7808,"['root vegetables', 'liquor', 'sliced cheese']"
7809,"['onions', 'specialty vegetables']"
7810,"['rolls/buns', 'soda']"
7811,"['root vegetables', 'soups']"
7812,"['napkins', 'fruit/vegetable juice']"
7813,"['misc. beverages', 'yogurt', 'oil']"
7814,"['berries', 'brown bread']"
7815,"['sausage', 'bottled water']"
7816,"['citrus fruit', 'sugar']"
7817,"['waffles', 'sugar']"
7818,"['meat', 'butter', 'frozen dessert']"
7819,"['citrus fruit', 'butter milk', 'cream cheese ']"
7820,"['pip fruit', 'whole milk']"
7821,"['pork', 'soda']"
7822,"['beef', 'waffles', 'salty snack']"
7823,"['margarine', 'pastry']"
7824,"['UHT-milk', 'curd', 'chocolate']"
7825,"['canned beer', 'root vegetables']"
7826,"['frankfurter', 'rolls/buns']"
7827,"['frozen dessert', 'newspapers']"
7828,"['meat', 'domestic eggs']"
7829,"['chicken', 'cat food']"
7830,"['sausage', 'pork', 'soda', 'salt']"
7831,"['chicken', 'brown bread']"
7832,"['fruit/vegetable juice', 'chocolate']"
7833,"['meat', 'other vegetables']"
7834,"['other vegetables', 'white bread']"
7835,"['beef', 'curd']"
7836,"['shopping bags', 'shopping bags']"
7837,"['whole milk', 'frozen vegetables']"
7838,"['misc. beverages', 'other vegetables']"
7839,"['rolls/buns', 'soda', 'citrus fruit', 'spread cheese']"
7840,"['frozen vegetables', 'bottled beer', 'soda', 'rolls/buns']"
7841,"['citrus fruit', 'whole milk']"
7842,"['bottled water', 'yogurt', 'spices', 'fruit/vegetable juice']"
7843,"['root vegetables', 'white wine']"
7844,"['dessert', 'rolls/buns']"
7845,"['butter', 'whipped/sour cream']"
7846,"['ham', 'pastry']"
7847,"['nuts/prunes', 'whole milk']"
7848,"['pip fruit', 'shopping bags', 'white wine', 'pet care']"
7849,"['rolls/buns', 'whole milk']"
7850,"['citrus fruit', 'waffles']"
7851,"['meat', 'chocolate']"
7852,"['newspapers', 'yogurt']"
7853,"['napkins', 'frozen vegetables']"
7854,"['bottled water', 'canned beer']"
7855,"['waffles', 'rolls/buns']"
7856,"['whole milk', 'domestic eggs', 'bottled beer', 'bottled beer']"
7857,"['sausage', 'specialty bar']"
7858,"['tropical fruit', 'canned beer']"
7859,"['other vegetables', 'coffee', 'brown bread']"
7860,"['cat food', 'soda']"
7861,"['processed cheese', 'frozen potato products', 'Instant food products']"
7862,"['root vegetables', 'herbs', 'cereals']"
7863,"['oil', 'UHT-milk']"
7864,"['newspapers', 'whole milk']"
7865,"['citrus fruit', 'bottled water']"
7866,"['pork', 'white bread', 'waffles']"
7867,"['soda', 'grapes']"
7868,"['chocolate', 'pip fruit', 'rolls/buns', 'other vegetables', 'frozen vegetables']"
7869,"['mustard', 'domestic eggs']"
7870,"['whole milk', 'oil']"
7871,"['whole milk', 'domestic eggs']"
7872,"['rolls/buns', 'nuts/prunes']"
7873,"['coffee', 'domestic eggs']"
7874,"['hygiene articles', 'cling film/bags']"
7875,"['soda', 'margarine']"
7876,"['brown bread', 'tropical fruit', 'berries', 'berries']"
7877,"['cream cheese ', 'other vegetables']"
7878,"['zwieback', 'bottled water']"
7879,"['napkins', 'white bread']"
7880,"['sugar', 'shopping bags']"
7881,"['whole milk', 'frozen fish']"
7882,"['frozen vegetables', 'sugar']"
7883,"['citrus fruit', 'brown bread', 'snack products', 'napkins']"
7884,"['cream cheese ', 'other vegetables']"
7885,"['whole milk', 'onions']"
7886,"['frozen meals', 'frozen vegetables', 'curd']"
7887,"['pot plants', 'misc. beverages', 'baking powder']"
7888,"['ham', 'soda', 'pickled vegetables']"
7889,"['ham', 'chewing gum', 'frozen vegetables']"
7890,"['pork', 'brown bread', 'misc. beverages']"
7891,"['berries', 'domestic eggs']"
7892,"['cat food', 'napkins', 'fruit/vegetable juice']"
7893,"['citrus fruit', 'pork', 'other vegetables', 'yogurt']"
7894,"['other vegetables', 'salty snack']"
7895,"['liver loaf', 'citrus fruit']"
7896,"['whole milk', 'soda', 'yogurt']"
7897,"['meat', 'whole milk', 'whole milk', 'yogurt']"
7898,"['tropical fruit', 'flour']"
7899,"['sausage', 'chicken']"
7900,"['chicken', 'specialty bar', 'newspapers', 'liquor']"
7901,"['salty snack', 'brown bread']"
7902,"['hamburger meat', 'grapes', 'candy']"
7903,"['beef', 'whole milk', 'newspapers']"
7904,"['yogurt', 'berries', 'butter', 'pastry']"
7905,"['beef', 'bottled water']"
7906,"['meat', 'yogurt']"
7907,"['pip fruit', 'whipped/sour cream']"
7908,"['sausage', 'grapes']"
7909,"['bottled water', 'white bread']"
7910,"['liver loaf', 'other vegetables']"
7911,"['cling film/bags', 'other vegetables']"
7912,"['other vegetables', 'berries', 'whipped/sour cream']"
7913,"['coffee', 'chicken']"
7914,"['beverages', 'sausage', 'white bread', 'bottled water']"
7915,"['coffee', 'oil', 'newspapers']"
7916,"['root vegetables', 'pastry']"
7917,"['citrus fruit', 'canned fruit', 'pip fruit', 'dessert']"
7918,"['other vegetables', 'bottled water', 'white bread']"
7919,"['soda', 'rolls/buns']"
7920,"['other vegetables', 'hygiene articles']"
7921,"['chicken', 'bottled beer']"
7922,"['fruit/vegetable juice', 'soda']"
7923,"['whole milk', 'sliced cheese']"
7924,"['bottled water', 'long life bakery product', 'rolls/buns']"
7925,"['packaged fruit/vegetables', 'bottled beer']"
7926,"['citrus fruit', 'whole milk', 'rolls/buns']"
7927,"['tropical fruit', 'oil']"
7928,"['pip fruit', 'newspapers']"
7929,"['sausage', 'whole milk']"
7930,"['whipped/sour cream', 'bottled water']"
7931,"['pork', 'white bread']"
7932,"['pork', 'whole milk', 'flower (seeds)']"
7933,"['hamburger meat', 'root vegetables', 'bottled beer']"
7934,"['cream cheese ', 'meat', 'rolls/buns', 'yogurt', 'frozen meals', 'whipped/sour cream']"
7935,"['sausage', 'butter', 'specialty bar', 'soda', 'whipped/sour cream']"
7936,"['dessert', 'newspapers', 'bottled water']"
7937,"['ice cream', 'bottled beer', 'brown bread']"
7938,"['sweet spreads', 'coffee']"
7939,"['coffee', 'dessert']"
7940,"['pastry', 'hard cheese']"
7941,"['ice cream', 'yogurt']"
7942,"['sausage', 'bottled water']"
7943,"['canned beer', 'bottled water']"
7944,"['yogurt', 'soda']"
7945,"['long life bakery product', 'yogurt']"
7946,"['long life bakery product', 'soda']"
7947,"['pastry', 'bottled beer']"
7948,"['berries', 'UHT-milk', 'cream cheese ']"
7949,"['chicken', 'yogurt', 'waffles']"
7950,"['whipped/sour cream', 'yogurt']"
7951,"['tropical fruit', 'curd cheese']"
7952,"['butter milk', 'margarine']"
7953,"['hamburger meat', 'white wine']"
7954,"['tropical fruit', 'other vegetables']"
7955,"['sausage', 'specialty bar']"
7956,"['shopping bags', 'rice']"
7957,"['yogurt', 'onions']"
7958,"['soda', 'flour']"
7959,"['whole milk', 'newspapers']"
7960,"['other vegetables', 'rolls/buns']"
7961,"['beverages', 'coffee']"
7962,"['root vegetables', 'sugar']"
